,ZZEX_TREND_PERIOD1,ZZEX_TREND_PERIOD2,ZZEX_TREND_ENTITY,ZZEX_TREND_ID,ZZEX_TREND_RISK_ID,ZZEX_TREND_RISK_T_P1,ZZEX_TREND_RISK_T_P2,ZZEX_TREND_RISK_STATUS_P1,ZZEX_TREND_RISK_STATUS_P2,ZZEX_TREND_RISK_CHANGE_BY_P1,ZZEX_TREND_RISK_CHANGE_BY_P2,ZZEX_TREND_RISK_CHANGE_ON_P1,ZZEX_TREND_RISK_CHANGE_ON_P2,ZZEX_TREND_REP_CONTROL_ID_P1,ZZEX_TREND_REP_CONTROL_ID_P2,ZZEX_TREND_REFCRISK_P1,ZZEX_TREND_REFCRISK_P2,ZZEX_TREND_DISTRIB_METHOD_P1,ZZEX_TREND_DISTRIB_METHOD_P2,ZZEX_TREND_DISTRIB_T_METHOD_P1,ZZEX_TREND_DISTRIB_T_METHOD_P2,ZZEX_TREND_RISK_IS_LOCAL_P1,ZZEX_TREND_ORG_P1,ZZEX_TREND_ORG_P2,ZZEX_TREND_ORG_T_P1,ZZEX_TREND_ORG_T_P2,ZZEX_TREND_PARENT_OBJTYPE_P1,ZZEX_TREND_PARENT_OBJTYPE_P2,ZZEX_TREND_RISK_OWN_P1,ZZEX_TREND_RISK_OWN_P2,ZZEX_TREND_RISK_TYPE_P1,ZZEX_TREND_RISK_TYPE_P2,ZZEX_TREND_RISK_TYPE_T_P1,ZZEX_TREND_RISK_TYPE_T_P2,ZZEX_TREND_RISK_VALID_FROM_P1,ZZEX_TREND_RISK_VALID_FROM_P2,ZZEX_TREND_RISK_VALID_TO_P1,ZZEX_TREND_RISK_VALID_TO_P2,ZZEX_TREND_ANA_INH_IML_P1,ZZEX_TREND_ANA_INH_IML_P2,ZZEX_TREND_ANA_INH_IML_T_P1,ZZEX_TREND_ANA_INH_IML_T_P2,ZZEX_TREND_ANA_INH_IMS_P1,ZZEX_TREND_ANA_INH_IMS_P2,ZZEX_TREND_ANA_INH_PRB_P1,ZZEX_TREND_ANA_INH_PRB_P2,ZZEX_TREND_ANA_INH_PRL_P1,ZZEX_TREND_ANA_INH_PRL_P2,ZZEX_TREND_ANA_INH_PRL_T_P1,ZZEX_TREND_ANA_INH_PRL_T_P2,ZZEX_TREND_ANA_INH_PRS_P1,ZZEX_TREND_ANA_INH_PRS_P2,ZZEX_TREND_ANA_INH_RSL_P1,ZZEX_TREND_ANA_INH_RSL_P2,ZZEX_TREND_ANA_INH_RSL_T_P1,ZZEX_TREND_ANA_INH_RSL_T_P2,ZZEX_TREND_ANA_INH_RSS_P1,ZZEX_TREND_ANA_INH_RSS_P2,ZZEX_TREND_ANA_RSA_IML_P1,ZZEX_TREND_ANA_RSA_IML_P2,ZZEX_TREND_ANA_RSA_IML_T_P1,ZZEX_TREND_ANA_RSA_IML_T_P2,ZZEX_TREND_ANA_RSA_IMS_P1,ZZEX_TREND_ANA_RSA_IMS_P2,ZZEX_TREND_ANA_RSA_PRB_P1,ZZEX_TREND_ANA_RSA_PRB_P2,ZZEX_TREND_ANA_RSA_PRL_P1,ZZEX_TREND_ANA_RSA_PRL_P2,ZZEX_TREND_ANA_RSA_PRL_T_P1,ZZEX_TREND_ANA_RSA_PRL_T_P2,ZZEX_TREND_ANA_RSA_PRS_P1,ZZEX_TREND_ANA_RSA_PRS_P2,ZZEX_TREND_ANA_RSA_RSL_P1,ZZEX_TREND_ANA_RSA_RSL_P2,ZZEX_TREND_ANA_RSA_RSL_T_P1,ZZEX_TREND_ANA_RSA_RSL_T_P2,ZZEX_TREND_ANA_RSA_RSS_P1,ZZEX_TREND_ANA_RSA_RSS_P2,ZZEX_TREND_ANA_RSP_IML_P1,ZZEX_TREND_ANA_RSP_IML_P2,ZZEX_TREND_ANA_RSP_IML_T_P1,ZZEX_TREND_ANA_RSP_IML_T_P2,ZZEX_TREND_ANA_RSP_IMS_P1,ZZEX_TREND_ANA_RSP_IMS_P2,ZZEX_TREND_ANA_RSP_PRB_P1,ZZEX_TREND_ANA_RSP_PRB_P2,ZZEX_TREND_ANA_RSP_PRL_P1,ZZEX_TREND_ANA_RSP_PRL_P2,ZZEX_TREND_ANA_RSP_PRL_T_P1,ZZEX_TREND_ANA_RSP_PRL_T_P2,ZZEX_TREND_ANA_RSP_PRS_P1,ZZEX_TREND_ANA_RSP_PRS_P2,ZZEX_TREND_ANA_RSP_RSL_P1,ZZEX_TREND_ANA_RSP_RSL_P2,ZZEX_TREND_ANA_RSP_RSL_T_P1,ZZEX_TREND_ANA_RSP_RSL_T_P2,ZZEX_TREND_ANA_RSP_RSS_T_P1,ZZEX_TREND_ANA_RSP_RSS_T_P2,ZZEX_TREND_RISK_RISK_LEVEL_P1,ZZEX_TREND_RISK_RISK_LEVEL_P2,ZZEX_TREND_RISK_RISK_LEVEL_TP1,ZZEX_TREND_RISK_RISK_LEVEL_TP2,ODQ_CHANGEMODE,ODQ_ENTITYCNTR,LOAD_DATE
22,1/01/2021,1/07/2021,RS,,50002271,Legal and regulatory non-compliance,Legal and regulatory non-compliance,Active,Active,20046082,20046082,7/07/2021,7/07/2021,,,50002173,50002173,X,X,Copy,Copy,X,50000961,50000961,,,ORGUNIT,ORGUNIT,20013183,20037203,0BOWTIE,0BOWTIE,Operational,,10/05/2013,10/05/2013,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,90,90,90,87,90,87,Almost Certain,Almost Certain,0.9,0.87,VH,VH,Very High,Very High,81,78.3,5,5,Catastrophic,Catastrophic,90,90,47.6,44.6,47,44,Possible,Possible,0.476,0.446,VH,VH,Very High,Very High,42.84,40.14,5,5,Catastrophic,Catastrophic,90,90,43.9,40.9,43,40,Possible,,0.439,0.409,VH,VH,Very High,Very High,39.51,36.81,VH,VH,Very High,Very High,,0,59:03.4
23,1/01/2021,1/07/2021,RS,,50002273,Water allocation & shortage,Water allocation & shortage,Active,Active,20046082,20046082,8/07/2021,8/07/2021,,,50001982,50001982,X,X,Copy,Copy,X,50000961,50000961,,,ORGUNIT,ORGUNIT,20011510,20011510,0BOWTIE,0BOWTIE,Operational,,10/05/2013,10/05/2013,31/12/9999,31/12/9999,4,4,Major,Major,65,65,72,75,72,75,Likely,Likely,0.72,0.75,VH,VH,Very High,Very High,46.8,48.75,4,4,Major,Major,65,65,41.65,44.65,41,44,Possible,Possible,0.4165,0.4465,VH,VH,Very High,Very High,27.0725,29.0225,4,4,Major,Major,65,65,27.6,30.6,27,30,Unlikely,,0.276,0.306,H,H,High,High,17.94,19.89,VH,VH,Very High,Very High,,0,59:03.4
24,1/01/2021,1/07/2021,RS,,50002278,Low commodity price,Low commodity price,Active,Active,20046082,20046082,29/04/2021,29/04/2021,,,50000881,50000881,X,X,Copy,Copy,X,50000961,50000961,,,ORGUNIT,ORGUNIT,20001690,20001690,0BOWTIE,0BOWTIE,Operational,,10/05/2013,10/05/2013,31/12/9999,31/12/9999,5,4,Catastrophic,Major,85,80,95,85,95,85,Almost Certain,Almost Certain,0.95,0.85,VH,VH,Very High,Very High,80.75,68,5,4,Catastrophic,Major,80.75,75.75,60.5,55.35,60,55,Possible,Possible,0.605,0.5535,VH,VH,Very High,Very High,48.85375,41.92763,5,4,Catastrophic,Major,80.75,75.75,33.95,31.45,33,31,Unlikely,,0.3395,0.3145,VH,H,Very High,High,27.41463,23.82338,VH,VH,Very High,Very High,,0,59:03.4
25,1/01/2021,1/07/2021,RS,,50002279,NW Corridor upgrade project delays,NW Corridor upgrade project delays,Active,Active,20046082,20046082,12/02/2021,12/02/2021,,,50002175,50002175,X,X,Copy,Copy,X,50006005,50006005,,,ORGUNIT,ORGUNIT,20001690,20001690,0BOWTIE,0BOWTIE,Operational,,10/05/2013,10/05/2013,31/12/9999,31/12/9999,3,4,Moderate,Major,60,65,90,90,90,90,Almost Certain,Almost Certain,0.9,0.9,VH,VH,Very High,Very High,54,58.5,3,3,Moderate,Moderate,47.25,52.25,57.4,57.4,57,57,Possible,Possible,0.574,0.574,H,H,High,High,27.1215,29.9915,3,3,Moderate,Moderate,45.75,50.75,53.9,53.9,53,53,Possible,,0.539,0.539,H,H,High,High,24.65925,27.35425,H,H,High,High,,0,59:03.4
26,1/01/2021,1/07/2021,RS,,50002280,Cost competitiveness of products,Cost competitiveness of products,Active,Active,20046082,20046082,30/04/2021,30/04/2021,,,50000884,50000884,X,X,Copy,Copy,X,50000961,50000961,,,ORGUNIT,ORGUNIT,20001690,20001690,0BOWTIE,0BOWTIE,Operational,,10/05/2013,10/05/2013,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,95,95,95,97,95,97,Almost Certain,Almost Certain,0.95,0.97,VH,VH,Very High,Very High,90.25,92.15,5,5,Catastrophic,Catastrophic,95,95,49.3,52.8,49,52,Possible,Possible,0.493,0.528,VH,VH,Very High,Very High,46.835,50.16,5,5,Catastrophic,Catastrophic,95,95,37.8,41.5,37,41,Possible,,0.378,0.415,VH,VH,Very High,Very High,35.91,39.425,VH,VH,Very High,Very High,,0,59:03.4
27,1/01/2021,1/07/2021,RS,,50002348,HIV/AIDS,HIV/AIDS,Active,Active,20046082,20046082,8/06/2021,8/06/2021,,,50000829,50000829,X,X,Copy,Copy,X,50001034,50001034,,,ORGUNIT,ORGUNIT,20105868,20061588,0BOWTIE,0BOWTIE,Operational,,28/05/2013,28/05/2013,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,81,81,99,99,99,99,Almost Certain,Almost Certain,0.99,0.99,VH,VH,Very High,Very High,80.19,80.19,5,5,Catastrophic,Catastrophic,81,81,12.55,12.55,12,12,Unlikely,Unlikely,0.1255,0.1255,VH,VH,Very High,Very High,10.1655,10.1655,5,5,Catastrophic,Catastrophic,81,81,9.55,9.55,9,9,Rare,,0.0955,0.0955,VH,VH,Very High,Very High,7.7355,7.7355,VH,VH,Very High,Very High,,0,59:03.4
28,1/01/2021,1/07/2021,RS,,50002368,Delay in land acquisition for LOMP,Delay in land acquisition for LOMP,Active,Active,20046082,20046082,24/06/2021,24/06/2021,,,50001968,50001968,X,X,Copy,Copy,X,50001034,50001034,,,ORGUNIT,ORGUNIT,31370,71072,0BOWTIE,0BOWTIE,Operational,,19/06/2013,19/06/2013,31/12/9999,31/12/9999,4,5,Major,Catastrophic,75,85,50,85,50,85,Possible,Almost Certain,0.5,0.85,VH,VH,Very High,Very High,37.5,72.25,4,5,Major,Catastrophic,70.75,85,11.5,53.65,11,53,Unlikely,Possible,0.115,0.5365,H,VH,High,Very High,8.13625,45.6025,4,5,Major,Catastrophic,70.75,85,5.5,38.15,5,38,Possible,,0.055,0.3815,H,VH,High,Very High,3.89125,32.4275,H,VH,High,Very High,,0,59:03.4
29,1/01/2021,1/07/2021,RS,,50002644,Stooping (Goafing Safety Risk),Stooping (Goafing Safety Risk),Active,Active,20046082,20046082,8/06/2021,8/06/2021,,,50002010,50002010,X,X,Copy,Copy,X,50001034,50001034,,,ORGUNIT,ORGUNIT,20021178,20021178,0BOWTIE,0BOWTIE,Operational,,22/07/2013,22/07/2013,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,100,100,65,65,65,65,Likely,Likely,0.65,0.65,VH,VH,Very High,Very High,65,65,5,5,Catastrophic,Catastrophic,92.5,92.5,22.25,22.25,22,22,Unlikely,Unlikely,0.2225,0.2225,VH,VH,Very High,Very High,20.58125,20.58125,5,5,Catastrophic,Catastrophic,91.5,91.5,18.25,18.25,18,18,Unlikely,,0.1825,0.1825,VH,VH,Very High,Very High,16.69875,16.69875,VH,VH,Very High,Very High,,0,59:03.4
30,1/01/2021,1/07/2021,RS,,50002648,Labour unrest,Labour unrest,Active,Active,20046082,20046082,8/06/2021,8/06/2021,,,50000843,50000843,X,X,Copy,Copy,X,50001034,50001034,,,ORGUNIT,ORGUNIT,4219570,4219570,0BOWTIE,0BOWTIE,Operational,,22/07/2013,22/07/2013,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,90,90,85,75,85,75,Almost Certain,Likely,0.85,0.75,VH,VH,Very High,Very High,76.5,67.5,5,5,Catastrophic,Catastrophic,85.75,85.75,51.95,39.55,51,39,Possible,Possible,0.5195,0.3955,VH,VH,Very High,Very High,44.54713,33.91413,5,5,Catastrophic,Catastrophic,85.75,85.75,44.35,34.35,44,34,Unlikely,,0.4435,0.3435,VH,VH,Very High,Very High,38.03013,29.45513,VH,VH,Very High,Very High,,0,59:03.4
31,1/01/2021,1/07/2021,RS,,50002649,Inability to meet required volumes,Inability to meet required volumes,Active,Active,20046082,20046082,24/06/2021,24/06/2021,,,50001998,50001998,X,X,Copy,Copy,X,50001034,50001034,,,ORGUNIT,ORGUNIT,20021178,20021178,0BOWTIE,0BOWTIE,Operational,,22/07/2013,22/07/2013,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,90,92,95,95,95,95,Almost Certain,Almost Certain,0.95,0.95,VH,VH,Very High,Very High,85.5,87.4,5,5,Catastrophic,Catastrophic,83.6,85.6,75.95,75.95,75,75,Likely,Likely,0.7595,0.7595,VH,VH,Very High,Very High,63.4942,65.0132,5,5,Catastrophic,Catastrophic,83,85,61.9,61.9,61,61,Likely,,0.619,0.619,VH,VH,Very High,Very High,51.377,52.615,VH,VH,Very High,Very High,,0,59:03.4
32,1/01/2021,1/07/2021,RS,,50002653,Non-compliance to MHSA,Safety concerns,Active,Active,20046082,20046082,24/06/2021,24/06/2021,,,50001965,50001965,X,X,Copy,Copy,X,50001034,50001034,,,ORGUNIT,ORGUNIT,20105868,20061588,0BOWTIE,0BOWTIE,Operational,,22/07/2013,22/07/2013,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,100,100,85,90,85,90,Almost Certain,Almost Certain,0.85,0.9,VH,VH,Very High,Very High,85,90,5,5,Catastrophic,Catastrophic,91.5,91.5,34.5,39.5,34,39,Unlikely,Possible,0.345,0.395,VH,VH,Very High,Very High,31.5675,36.1425,5,5,Catastrophic,Catastrophic,91.5,91.5,28.7,33.7,28,33,Unlikely,,0.287,0.337,VH,VH,Very High,Very High,26.2605,30.8355,VH,VH,Very High,Very High,,0,59:03.4
33,1/01/2021,1/07/2021,RS,,50002696,Non compliance to isolation COP.,Non compliance to isolation COP.,Active,Active,20028613,20028613,3/12/2013,3/12/2013,,,0,0,X,X,Copy,Copy,X,50001085,50001085,,,ORGUNIT,ORGUNIT,20013007,20013007,0BOWTIE,0BOWTIE,Operational,,29/07/2013,29/07/2013,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,100,100,99,99,99,99,Almost Certain,Almost Certain,0.99,0.99,VH,VH,Very High,Very High,99,99,5,5,Catastrophic,Catastrophic,100,100,44.75,44.75,44,44,Possible,Possible,0.4475,0.4475,VH,VH,Very High,Very High,44.75,44.75,5,5,Catastrophic,Catastrophic,100,100,44.55,44.55,44,44,Possible,,0.4455,0.4455,VH,VH,Very High,Very High,44.55,44.55,VH,VH,Very High,Very High,,0,59:03.4
34,1/01/2021,1/07/2021,RS,,50002763,Skills shortage,,Active,,20046082,,31/03/2021,0000-00-00,,,50000839,0,X,,Copy,,X,50002840,0,,,ORGUNIT,,20000024,,0BOWTIE,,,,21/08/2013,0000-00-00,30/03/2021,0000-00-00,1,0,Insignificant,,0,0,20,0,20,0,Unlikely,,0.2,0,L,,Low,,0,0,1,0,Insignificant,,0,0,0,0,1,0,Rare,,0,0,L,,Low,,0,0,1,0,Insignificant,,0,0,0,0,1,0,,,0,0,L,,Low,,0,0,L,,Low,,,0,59:03.4
35,1/01/2021,1/07/2021,RS,,50002764,Labour unrest,,Active,,20046082,,31/03/2021,0000-00-00,,,50000843,0,X,,Copy,,X,50002840,0,,,ORGUNIT,,20000024,,0BOWTIE,,,,21/08/2013,0000-00-00,30/03/2021,0000-00-00,1,0,Insignificant,,0,0,10,0,10,0,Rare,,0.1,0,L,,Low,,0,0,1,0,Insignificant,,0,0,0,0,1,0,Rare,,0,0,L,,Low,,0,0,1,0,Insignificant,,0,0,0,0,1,0,,,0,0,L,,Low,,0,0,L,,Low,,,0,59:03.4
36,1/01/2021,1/07/2021,RS,,50002767,Non-compliance to water use licence,Non-compliance to water use licence,Active,Active,20046082,20046082,8/04/2021,8/04/2021,,,50001970,50001970,X,X,Copy,Copy,X,50002840,50002840,,,ORGUNIT,ORGUNIT,20008030,20001971,0BOWTIE,0BOWTIE,Operational,,21/08/2013,21/08/2013,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,100,95,99,60,99,60,Almost Certain,Possible,0.99,0.6,VH,VH,Very High,Very High,99,57,3,3,Moderate,Moderate,59,54,48.75,22.5,48,22,Possible,Unlikely,0.4875,0.225,H,M,High,Medium,28.7625,12.15,3,3,Moderate,Moderate,58,53,48.25,22,48,22,Unlikely,,0.4825,0.22,H,M,High,Medium,27.985,11.66,H,M,High,Medium,,0,59:03.4
37,1/01/2021,1/07/2021,RS,,50002769,Non-compliance to MHSA,Non-compliance to MHSA,Active,Active,20046082,20046082,31/03/2021,31/03/2021,,,50001965,50001965,X,X,Copy,Copy,X,50002840,50002840,,,ORGUNIT,ORGUNIT,20008030,20039931,0BOWTIE,0BOWTIE,Operational,,21/08/2013,21/08/2013,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,100,85,95,60,95,60,Almost Certain,Possible,0.95,0.6,VH,VH,Very High,Very High,95,51,5,5,Catastrophic,Catastrophic,92.5,81.25,30.5,27,30,27,Unlikely,Unlikely,0.305,0.27,VH,VH,Very High,Very High,28.2125,21.9375,5,5,Catastrophic,Catastrophic,92.5,81.25,25.05,22.05,25,22,Unlikely,,0.2505,0.2205,VH,VH,Very High,Very High,23.17125,17.91563,VH,VH,Very High,Very High,,0,59:03.4
38,1/01/2021,1/07/2021,RS,,50002770,Non-compliance to social and labour plan,Non-compliance to social and labour plan,Active,Active,20046082,20046082,31/03/2021,31/03/2021,,,50001972,50001972,X,X,Copy,Copy,X,50002840,50002840,,,ORGUNIT,ORGUNIT,8816296,20064909,0BOWTIE,0BOWTIE,Operational,,21/08/2013,21/08/2013,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,100,95,99,99,99,99,Almost Certain,Almost Certain,0.99,0.99,VH,VH,Very High,Very High,99,94.05,5,5,Catastrophic,Catastrophic,87.25,82.25,51.5,71.35,51,71,Possible,Likely,0.515,0.7135,VH,VH,Very High,Very High,44.93375,58.68538,5,5,Catastrophic,Catastrophic,85.75,80.75,36,67.85,36,67,Likely,,0.36,0.6785,VH,VH,Very High,Very High,30.87,54.78888,VH,VH,Very High,Very High,,0,59:03.4
39,1/01/2021,1/07/2021,RS,,50002771,Theft of property,Theft of property,Active,Active,20046082,20046082,31/03/2021,31/03/2021,,,50002022,50002022,X,X,Copy,Copy,X,50002840,50002840,,,ORGUNIT,ORGUNIT,20039931,20039931,0BOWTIE,0BOWTIE,Operational,,21/08/2013,21/08/2013,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,90,90,99,99,99,99,Almost Certain,Almost Certain,0.99,0.99,VH,VH,Very High,Very High,89.1,89.1,4,4,Major,Major,79.75,80.25,68.75,82.45,68,82,Likely,Almost Certain,0.6875,0.8245,VH,VH,Very High,Very High,54.82813,66.16613,4,4,Major,Major,79.25,79.25,58.05,76.05,58,76,Likely,,0.5805,0.7605,VH,VH,Very High,Very High,46.00463,60.26963,VH,VH,Very High,Very High,,0,59:03.4
40,1/01/2021,1/07/2021,RS,,50002774,Fraud and corruption,Fraud and corruption,Active,Active,20046082,20046082,4/05/2021,4/05/2021,,,50000803,50000803,X,X,Copy,Copy,X,50002840,50002840,,,ORGUNIT,ORGUNIT,20074633,4153335,0BOWTIE,0BOWTIE,Operational,,21/08/2013,21/08/2013,31/12/9999,31/12/9999,3,3,Moderate,Moderate,50,50,99,60,99,60,Almost Certain,Possible,0.99,0.6,VH,H,Very High,High,49.5,30,3,3,Moderate,Moderate,50,50,46.75,31.5,46,31,Possible,Unlikely,0.4675,0.315,H,M,High,Medium,23.375,15.75,3,3,Moderate,Moderate,50,50,25.5,18.75,25,18,Unlikely,,0.255,0.1875,M,M,Medium,Medium,12.75,9.375,H,M,High,Medium,,0,59:03.4
41,1/01/2021,1/07/2021,RS,,50002776,Non compliance to EMPr rehab requirement,Non compliance to EMPr rehab requirement,Active,Active,20046082,20046082,8/04/2021,8/04/2021,,,50000796,50000796,X,X,Copy,Copy,X,50002840,50002840,,,ORGUNIT,ORGUNIT,20039931,20055782,0BOWTIE,0BOWTIE,Operational,,21/08/2013,21/08/2013,31/12/9999,31/12/9999,4,4,Major,Major,80,80,99,85,99,85,Almost Certain,Almost Certain,0.99,0.85,VH,VH,Very High,Very High,79.2,68,4,4,Major,Major,80,80,29.25,32.25,29,32,Unlikely,Unlikely,0.2925,0.3225,H,H,High,High,23.4,25.8,4,4,Major,Major,80,80,26.75,27.25,26,27,Unlikely,,0.2675,0.2725,H,H,High,High,21.4,21.8,H,H,High,High,,0,59:03.4
42,1/01/2021,1/07/2021,RS,,50002813,Workforce Talent&Skills Retention,Workforce Talent&Skills Retention,Active,Active,20012011,20012011,26/08/2020,26/08/2020,,,50000839,50000839,X,X,Copy,Copy,X,50007888,50007888,,,ORGUNIT,ORGUNIT,9254226,9254226,0BOWTIE,0BOWTIE,Operational,,3/09/2013,3/09/2013,31/12/9999,31/12/9999,3,3,Moderate,Moderate,40,40,50,50,50,50,Possible,Possible,0.5,0.5,H,H,High,High,20,20,3,3,Moderate,Moderate,38.7,38.7,42.35,42.35,42,42,Possible,Possible,0.4235,0.4235,H,H,High,High,16.38945,16.38945,3,3,Moderate,Moderate,37.25,37.25,38.55,38.55,38,38,Possible,,0.3855,0.3855,H,H,High,High,14.35988,14.35988,H,H,High,High,,0,59:03.4
43,1/01/2021,1/07/2021,RS,,50002814,Internal & Contractors Labour Actions,Internal & Contractors Labour Actions,Active,Active,20012011,20012011,24/05/2021,24/05/2021,,,50000843,50000843,X,X,Copy,Copy,X,50007888,50007888,,,ORGUNIT,ORGUNIT,9254226,9254226,0BOWTIE,0BOWTIE,Operational,,3/09/2013,3/09/2013,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,90,90,95,80,95,80,Almost Certain,Likely,0.95,0.8,VH,VH,Very High,Very High,85.5,72,5,5,Catastrophic,Catastrophic,84.6,84.6,82.75,67.75,82,67,Almost Certain,Likely,0.8275,0.6775,VH,VH,Very High,Very High,70.0065,57.3165,5,5,Catastrophic,Catastrophic,83.45,83.45,81.25,66.25,81,66,Likely,,0.8125,0.6625,VH,VH,Very High,Very High,67.80313,55.28563,VH,VH,Very High,Very High,,0,59:03.4
44,1/01/2021,1/07/2021,RS,,50002823,TFR Ramp up,TFR Ramp up,Active,Active,20047628,20047628,3/06/2021,3/06/2021,,,50000638,50000638,X,X,Copy,Copy,X,50007886,50007886,,,ORGUNIT,ORGUNIT,20000976,20000976,0BOWTIE,0BOWTIE,Operational,,4/09/2013,4/09/2013,31/12/9999,31/12/9999,4,4,Major,Major,65,80,80,85,80,85,Likely,Almost Certain,0.8,0.85,VH,VH,Very High,Very High,52,68,4,4,Major,Major,65,80,75,80,75,80,Likely,Likely,0.75,0.8,VH,VH,Very High,Very High,48.75,64,4,4,Major,Major,65,80,74.85,79.85,74,79,Likely,,0.7485,0.7985,VH,VH,Very High,Very High,48.6525,63.88,VH,VH,Very High,Very High,,0,59:03.4
45,1/01/2021,1/07/2021,RS,,50002824,Water Management,Water Management,Active,Active,20012011,20012011,25/01/2021,25/01/2021,,,50001982,50001982,X,X,Copy,Copy,X,50007891,50007891,,,ORGUNIT,ORGUNIT,20000976,20000976,0BOWTIE,0BOWTIE,Operational,,4/09/2013,4/09/2013,31/12/9999,31/12/9999,3,3,Moderate,Moderate,60,60,60,65,60,65,Possible,Likely,0.6,0.65,H,H,High,High,36,39,3,3,Moderate,Moderate,53.5,55,33,44.5,33,44,Unlikely,Possible,0.33,0.445,M,H,Medium,High,17.655,24.475,3,3,Moderate,Moderate,52.25,55,24,28,24,28,Unlikely,,0.24,0.28,M,M,Medium,Medium,12.54,15.4,M,H,Medium,High,,0,59:03.4
46,1/01/2021,1/07/2021,RS,,50002827,Structural intergrity of plant,Structural intergrity of plant,Active,Active,20012011,20012011,27/08/2020,27/08/2020,,,50000750,50000750,X,X,Copy,Copy,X,50007886,50007886,,,ORGUNIT,ORGUNIT,6078777,6078777,0BOWTIE,0BOWTIE,Operational,,4/09/2013,4/09/2013,31/12/9999,31/12/9999,3,3,Moderate,Moderate,60,60,70,70,70,70,Likely,Likely,0.7,0.7,H,H,High,High,42,42,3,3,Moderate,Moderate,42.75,42.75,58.35,58.35,58,58,Possible,Possible,0.5835,0.5835,H,H,High,High,24.94463,24.94463,3,3,Moderate,Moderate,41.95,41.95,54.15,54.15,54,54,Possible,,0.5415,0.5415,H,H,High,High,22.71593,22.71593,H,H,High,High,,0,59:03.4
47,1/01/2021,1/07/2021,RS,,50002828,Slime dam overflow or breakage,Slime dam overflow or breakage,Active,Active,20047628,20047628,27/08/2020,27/08/2020,,,50000860,50000860,X,X,Copy,Copy,X,50007886,50007886,,,ORGUNIT,ORGUNIT,9255872,9255872,0BOWTIE,0BOWTIE,Operational,,4/09/2013,4/09/2013,31/12/9999,31/12/9999,4,4,Major,Major,70,70,27,27,27,27,Unlikely,Unlikely,0.27,0.27,H,H,High,High,18.9,18.9,3,3,Moderate,Moderate,58.25,58.25,6.75,6.75,6,6,Rare,Rare,0.0675,0.0675,M,M,Medium,Medium,3.93188,3.93188,3,3,Moderate,Moderate,57.5,57.5,6,6,6,6,Rare,,0.06,0.06,M,M,Medium,Medium,3.45,3.45,M,M,Medium,Medium,,0,59:03.4
48,1/01/2021,1/07/2021,RS,,50002888,Flooding,Flooding,Active,Active,10378,10378,29/08/2014,29/08/2014,,,50000810,50000810,X,X,Copy,Copy,X,50002886,50002886,,,ORGUNIT,ORGUNIT,20015978,20015978,0BOWTIE,0BOWTIE,Operational,,24/10/2013,24/10/2013,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,100,100,87,87,87,87,Almost Certain,Almost Certain,0.87,0.87,VH,VH,Very High,Very High,87,87,5,5,Catastrophic,Catastrophic,100,100,57.25,57.25,57,57,Possible,Possible,0.5725,0.5725,VH,VH,Very High,Very High,57.25,57.25,5,5,Catastrophic,Catastrophic,100,100,56.85,56.85,56,56,Possible,,0.5685,0.5685,VH,VH,Very High,Very High,56.85,56.85,VH,VH,Very High,Very High,,0,59:03.4
49,1/01/2021,1/07/2021,RS,,50002890,Methane gas explosion,Methane gas explosion,Active,Active,20013183,20013183,24/10/2013,24/10/2013,,,50002001,50002001,X,X,Copy,Copy,X,50002886,50002886,,,ORGUNIT,ORGUNIT,20015978,20015978,0BOWTIE,0BOWTIE,Operational,,24/10/2013,24/10/2013,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,100,100,80,80,80,80,Likely,Likely,0.8,0.8,VH,VH,Very High,Very High,80,80,5,5,Catastrophic,Catastrophic,100,100,52,52,52,52,Possible,Possible,0.52,0.52,VH,VH,Very High,Very High,52,52,5,5,Catastrophic,Catastrophic,100,100,52,52,52,52,Possible,,0.52,0.52,VH,VH,Very High,Very High,52,52,VH,VH,Very High,Very High,,0,59:03.4
